Problem;Rationale;annotated_formula;linear_formula;category;id_question;difficulty;upload_timestamp;solved_timestamp;response_time
a and b started a business jointly a ' s investment was thrice the investment of b and the period of his investment was two times the period of investment of b . if b received rs . 4000 as profit , then their total profit is;"""explanation : suppose b invested rs . x for y months . then , a invested rs . 3 x for 2 y months . so , a : b = ( 3 x * 2 y ) : ( x * y ) = 6 xy : xy = 6 : 1 . b ' s profit : total profit = 1 : 7 . let the total profit be rs . x then , 1 / 7 = 4000 / x or x = 28000 . answer : b ) 28000""";multiply(add(multiply(const_2, const_3), const_1), 4000);multiply(const_2,const_3)|add(#0,const_1)|multiply(n0,#1)|;general;Q618;Easy;2023-01-23 06:43:00;2023-01-23 06:54:00;11,69
the general hospital is comprised of , 3 / 5 pediatricians , 1 / 4 surgeons , and the rest are gp doctors . if 1 / 4 of the surgeons are heart surgeons , and the hospital doubles the number of gp doctors , what proportion of the hospital are now heart surgeons ?;"ped = 3 / 5 = 12 / 20 sur = 1 / 4 = 4 / 20 gp = 1 - ( 12 / 20 + 4 / 20 ) = 1 - 16 / 20 = 4 / 20 hsur = ( 1 / 4 ) ( 4 / 20 ) = 1 / 20 if gp doubled = > ( 2 ) ( 4 ) = 8 ; then , total = 12 + 4 + 8 = 24 , and 1 is hsur = > proportion = 1 / 24 . answer : d";divide(subtract(3, add(1, 1)), add(multiply(4, 5), 4));add(n2,n2)|multiply(n1,n3)|add(n3,#1)|subtract(n0,#0)|divide(#3,#2);general;Q241;Hard;2023-01-23 09:09:00;2023-01-23 09:50:00;41,83
45 pupil , out of them 12 in debate only and 22 in singing only . then how many in both ?;the intersection for two = 45 - 12 - 22 = 11 play both games . answer : c;subtract(45, add(12, 22));add(n1,n2)|subtract(n0,#0);other;Q049;Medium;2023-01-23 14:25:00;2023-01-23 14:50:00;25,53
of the 75 cars on a car lot , 45 have air - conditioning , 35 have power steering , and 12 have both air - conditioning and power steering . how many of the cars on the lot have neither air - conditioning nor power steering ?;"""total - neither = all air conditioning + all power steering - both or 75 - neither = 45 + 35 - 12 = 68 . = > neither = 7 , hence a . answer : a""";subtract(75, subtract(add(45, 35), 12));add(n1,n2)|subtract(#0,n3)|subtract(n0,#1)|;other;Q024;Easy;2023-01-23 14:32:00;2023-01-23 14:53:00;21,87
a corporation 5 times its annual bonus to 10 of its employees . what percent of the employees ’ new bonus is the increase ?;let the annual bonus be x . a corporation triples its annual bonus . so new bonus = 5 x . increase = 5 x - x = 4 x the increase is what percent of the employees ’ new bonus = ( 4 x / 5 x ) * 100 = 80 % hence c .;multiply(divide(subtract(5, const_1), 5), const_100);subtract(n0,const_1)|divide(#0,n0)|multiply(#1,const_100);general;Q334;Easy;2023-01-24 19:36:00;2023-01-24 20:02:00;26,16
a certain tests consists 8 sections with 25 questions , numbered from 1 to 25 , in each section . if a student answered all of the even - numbered questions correctly and 3 / 4 of the odd - numbered questions correctly , what was the total number of questions he answered correctly ? a . 150 b . 172 c . 174 d . 175 e . 176;each set has 12 even and 13 odd numbered questions leading to total 96 even and 104 odd questions . 96 + 3 / 4 â ˆ — 104 = 96 + 78 = 17496 + 3 / 4 â ˆ — 104 = 96 + 78 = 174 answer : a;add(divide(multiply(8, 25), const_2), multiply(divide(multiply(8, 25), const_2), divide(3, 4)));divide(n4,n5)|multiply(n0,n1)|divide(#1,const_2)|multiply(#2,#0)|add(#2,#3);general;Q637;Medium;2023-01-24 21:34:00;2023-01-24 21:59:00;25,3
a no . when divided by 221 gives a remainder 43 , what remainder will beobtained by dividing the same number 19 ?;"""221 + 43 = 264 / 17 = 9 ( remainder ) c""";divide(add(221, 43), 19);add(n0,n1)|divide(#0,n2)|;general;Q222;Medium;2023-01-25 04:10:00;2023-01-25 04:40:00;30,21
tea worth rs . 126 per kg are mixed with a third variety in the ratio 1 : 1 : 2 . if the mixture is worth rs . 153 per kg , the price of the third variety per kg;"""explanation : since first second varieties are mixed in equal proportions , so their average price = rs . ( 126 + 135 / 2 ) = rs . 130.50 so , the mixture is formed by mixing two varieties , one at rs . 130.50 per kg and the other at say , rs . x per kg in the ratio 2 : 2 , i . e . , 1 : 1 . we have to find x . cost of 1 kg tea of 1 st kind cost of 1 kg tea of 2 nd kind x - 153 / 22.50 = 1 = > x - 153 = 22.50 = > x = 175.50 . hence , price of the third variety = rs . 175.50 per kg . answer : c ) rs . 175.50""";divide(subtract(multiply(153, add(add(1, 1), 2)), add(126, 126)), 2);add(n1,n1)|add(n0,n0)|add(n3,#0)|multiply(n4,#2)|subtract(#3,#1)|divide(#4,n3)|;other;Q321;Medium;2023-01-25 12:50:00;2023-01-25 13:25:00;35,61
today jim is twice as old as fred , and sam is 4 years younger than fred . 4 years ago jim was 8 times as old as sam . how old is jim now ?;we ' re asked how old jim is now . we ' re given three facts to work with : 1 ) today , jim is twice as old as fred 2 ) today , sam is 4 years younger than fred 3 ) four years ago , jim was 8 times as old as sam . let ' s test answer d : 20 if . . . . jim is currently 20 years old . . . . fred is 10 years old sam is 6 years old 4 years ago , jim was 16 and sam was 2 , so jim was 8 times sam ' s age . this is an exact match for what we were told , so this must be the answer . d;multiply(divide(subtract(multiply(8, 8), 4), subtract(8, const_2)), const_2);multiply(n2,n2)|subtract(n2,const_2)|subtract(#0,n0)|divide(#2,#1)|multiply(#3,const_2);general;Q523;Hard;2023-01-25 12:52:00;2023-01-25 13:42:00;50,65
a store sells 2 kinds of jelly beans mixes ( a and b ) both made up of red and yellow beans . if b contains 20 % more red beans than a but 10 % fewer yellow beans . and jar a contains twice as many red beans as yellow by what percent is the number of beans in jar b larger than the number in jar a;a has 10 yellows 20 reds total = 30 so b has 1.2 x 20 = 24 reds 0.9 x 10 = 9 yellows total = 33 difference = 3 / 30 = 10 % answer : e;multiply(subtract(divide(add(add(const_100, 20), subtract(const_100, 10)), const_100), const_2), const_100);add(n1,const_100)|subtract(const_100,n2)|add(#0,#1)|divide(#2,const_100)|subtract(#3,const_2)|multiply(#4,const_100);general;Q524;Hard;2023-01-25 14:03:00;2023-01-25 14:34:00;31,47
find the greatest common factor ( gfc ) of 24 , 40 and 60 .;we first write the prime factorization of each given number 24 = 2 × 2 × 2 × 3 = 23 * cubic * × 3 40 = 2 × 2 × 2 × 5 = 23 * cubic * × 5 60 = 2 × 2 × 3 × 5 = 22 * square * × 3 × 5 gfc = 22 * square * = 4 corect answer is d ) 4;gcd(gcd(24, 40), 60);gcd(n0,n1)|gcd(n2,#0);other;Q391;Hard;2023-01-26 07:46:00;2023-01-26 08:28:00;42,08
1394 x 1394;"""1394 x 1394 = ( 1394 ) 2 = ( 1400 - 2 ) 2 = ( 1400 ) 2 + ( 6 ) 2 - ( 6 x 1400 x 6 ) = 1943236 . answer : option a""";multiply(divide(1394, 1394), const_100);divide(n0,n1)|multiply(#0,const_100)|;general;Q164;Medium;2023-01-26 14:31:00;2023-01-26 14:59:00;28,31
a and b start a business jointly . a invests rs 16000 for 8 month and b remains in the business for 4 months . out of total profit , b claims 2 / 7 of the profit . how much money was contributed by b ?;b claims 2 / 7 of the profit a claims remaining 5 / 7 of the profit = > a : b = 5 / 7 : 2 / 7 = 5 : 2 let the money contributed by b = b then a : b = 16000 × 8 : b × 4 therefore , 16000 × 8 : b × 4 = 5 : 2 16000 × 8 × 2 = b × 4 × 5 16000 × 2 × 2 = b × 5 3200 × 2 × 2 = b b = 12800 answer is a .;divide(multiply(multiply(16000, 8), divide(8, 4)), multiply(4, add(4, const_1)));add(n2,const_1)|divide(n1,n2)|multiply(n0,n1)|multiply(#1,#2)|multiply(n2,#0)|divide(#3,#4);general;Q271;Hard;2023-01-27 02:16:00;2023-01-27 03:15:00;59,54
the second of two numbers is two less than 3 times the first . find the numbers if there sum is 82 .;we are looking for two numbers . # 1 - x # 2 - 3 x â € “ 2 the sum is 82 . # 1 + # 2 = 82 substituting x + 3 x â € “ 2 = 82 4 x â € “ 2 = 82 4 x = 84 x = 21 the first number is 21 , the second number is two less than three times 21 or 61 . correct answer e;subtract(divide(add(82, const_2), add(3, const_1)), subtract(multiply(3, divide(add(82, const_2), add(3, const_1))), const_2));add(n1,const_2)|add(n0,const_1)|divide(#0,#1)|multiply(n0,#2)|subtract(#3,const_2)|subtract(#2,#4);general;Q130;Medium;2023-01-27 05:26:00;2023-01-27 06:14:00;49
in the standard formulation of a flavored drink the ratio by volume of flavoring to corn syrup to water is 1 : 12 : 30 . in the ` ` sport ' ' formulation , the ratio of flavoring to corn syrup is three times as great as in the standard formulation , and the ratio of flavoring to water is half that of the standard formulation . if a large bottle of the ` ` sport ' ' formulation contains 3 ounces of corn syrup , how many ounces of water does it contain ?;f : c : w 1 : 12 : 30 sport version : f : c 3 : 12 f : w 1 : 60 or 3 : 180 so c : f : w = 12 : 3 : 180 c / w = 12 / 180 = 3 ounces / x ounces x = 3 * 180 / 12 = 45 ounces of water answer : a;multiply(multiply(30, const_2), divide(3, const_4));divide(n3,const_4)|multiply(n2,const_2)|multiply(#0,#1);other;Q582;Hard;2023-01-28 18:42:00;2023-01-28 19:35:00;53,37
a train moves with a speed of 108 kmph . its speed in metres per second is :;"""explanation : 108 kmph = ( 108 x 5 / 18 ) m / sec = 30 m / s . answer : c""";multiply(108, const_0_2778);multiply(n0,const_0_2778)|;physics;Q186;Medium;2023-01-29 16:28:00;2023-01-29 16:41:00;13,98
by how much is 50 % of 250 greater than 25 % of 400 .;"""( 50 / 100 ) * 250 â € “ ( 25 / 100 ) * 400 125 - 100 = 25 answer : b""";subtract(multiply(250, divide(50, const_100)), multiply(divide(25, const_100), 400));divide(n0,const_100)|divide(n2,const_100)|multiply(n1,#0)|multiply(n3,#1)|subtract(#2,#3)|;gain;Q651;Easy;2023-01-30 05:52:00;2023-01-30 05:57:00;5,67
in a rectangular coordinate system , if a line passes through the points ( - 15 , - 18 ) , ( 1522 ) and ( x , 2 ) then what is the value of x ?;the slope of the line m is rise / run = 22 - ( - 18 ) / 15 - ( - 15 ) = 4 / 3 4 / 3 = 22 - 2 / 15 - x 60 - 4 x = 66 - 6 x = 0 the answer is c .;add(1522, 18);add(n1,n2);general;Q126;Medium;2023-02-03 16:36:00;2023-02-03 17:17:00;41,1
running at the same constant rate , 100 identical machines can produce a total of 500 coffee bar per minute . at this rate , how many bottles could 20 such machines produce in 2 minutes ?;let ' s take the approach that uses the answer choices to eliminate wasted time . 500 / 100 = 5 coffee bar per minute per machine . 20 machines = 100 per minute . 2 minutes worth = 200 coffe bar . looking at the answers it is clear . . . we can only choose ( d ) the correct answer is d .;multiply(multiply(divide(500, 100), 2), 20);divide(n1,n0)|multiply(n3,#0)|multiply(n2,#1);gain;Q013;Hard;2023-02-04 00:39:00;2023-02-04 01:07:00;28,92
two ants , arthur and amy , have discovered a picnic and are bringing crumbs back to the anthill . amy makes twice as many trips and carries one and a half times as many crumbs per trip as arthur . if arthur carries a total of b crumbs to the anthill , how many crumbs will amy bring to the anthill , in terms of b ?;lets do it by picking up numbers . let arthur carry 2 crumbs per trip , this means amy carries 3 crumbs per trip . also let arthur make 2 trips and so amy makes 4 trips . thus total crumbs carried by arthur ( b ) = 2 x 2 = 4 , total crumbs carried by amy = 3 x 4 = 12 . 12 is 3 times 4 , so e;multiply(const_2, add(const_1, divide(const_1, const_2)));divide(const_1,const_2)|add(#0,const_1)|multiply(#1,const_2);general;Q372;Easy;2023-02-04 05:36:00;2023-02-04 05:50:00;14,74
a certain number of badges were distributed among a class of students . the student who got 1 / 6 th of the total number of badges actually got 5 times the average number of badges the others got ! how many students were there in the class ?;detailed solution let the total students be ( n + 1 ) let total badges be x let the average of ‘ n ’ students be y the student who got 1 / 6 th of x = 5 y or y = x / 30 therefore ‘ n ’ students got 1 / 30 th of total share each or n * x / 30 + 1 * x / 6 = x nx + 5 x = 30 x n + 5 = 30 or n = 25 total = n + 1 = 26 correct answer : b;add(subtract(multiply(6, 5), 5), 1);multiply(n1,n2)|subtract(#0,n2)|add(n0,#1);general;Q669;Easy;2023-02-04 13:25:00;2023-02-04 13:35:00;10,51
tough and tricky questions : work / rate problems . a group of 4 junior lawyers require 7 hours to complete a legal research assignment . how many hours would it take a group of 3 legal assistants to complete the same research assignment assuming that a legal assistant works at two - thirds the rate of a junior lawyer ? source : chili hot gmat;# of people times the # of hours : 4 * 7 = 28 - - > 4 lawyers do 28 worksin 7 hours . 3 * 14 / 3 = 14 - - > 3 assistants do 14 worksin 4 hours so , since the amount of work the assistants do is half the work the lawyers do , the time will be double , soans a;multiply(multiply(divide(const_2, const_3), 3), 7);divide(const_2,const_3)|multiply(n2,#0)|multiply(n1,#1);general;Q486;Hard;2023-02-05 04:12:00;2023-02-05 04:55:00;43,45
the difference of a larger number and a smaller number is 6 . the sum of the larger number and twice the smaller is 15 . what is the larger number ?;let x be the larger number and y be the smaller number . x - y = 6 x + 2 ( y ) = 15 solve by substitution : y = x - 6 x + 2 ( x - 6 ) = 15 x + 2 x - 12 = 15 3 x = 27 x = 9 the larger number is 9 , so answer c is correct .;divide(add(15, multiply(const_2, 6)), add(const_1, const_2));add(const_1,const_2)|multiply(n0,const_2)|add(n1,#1)|divide(#2,#0);general;Q470;Hard;2023-02-05 07:36:00;2023-02-05 08:20:00;44,86
the diameters of two spheres are in the ratio 1 : 2 what is the ratio of their surface area ?;1 : 4 answer : b;divide(1, const_4);divide(n0,const_4);geometry;Q144;Easy;2023-02-05 14:19:00;2023-02-05 14:32:00;13,7
there are 3 prizes to be distributed among 10 students . if no students gets more than one prize , then this can be done in ?;explanation : 3 prize among 10 students can be distributed in 10 c 3 ways = 120 ways . answer : d;add(multiply(10, 3), multiply(subtract(10, const_1), 10));multiply(n0,n1)|subtract(n1,const_1)|multiply(n1,#1)|add(#0,#2);general;Q107;Medium;2023-02-05 17:01:00;2023-02-05 17:19:00;18,21
a starts business with rs . 3500 and after 5 months , b joins with a as his partner . after a year , the profit is divided in the ratio 2 : 3 . what is b ' s contribution in the capital ?;let b ' s capital be rs . x . { 3500 \ 12 } / { 7 x } = { 2 } / { 3 } = > x = 9000 . answer : d;divide(multiply(multiply(3500, const_12), 3), multiply(subtract(const_12, 5), 2));multiply(n0,const_12)|subtract(const_12,n1)|multiply(n3,#0)|multiply(n2,#1)|divide(#2,#3);other;Q679;Hard;2023-02-05 20:29:00;2023-02-05 21:27:00;58,3
how many of the positive factors of 24 are not factors of 27;"""factors of 24 - 1 , 2 , 3 , 4 , 6 , 8 , 12,24 factors of 27 - 1 , 3 , 9,27 comparing both , we have 6 factors of 24 which are not factors of 27 - 2,4 , 6,8 , 12,24 answer : b""";divide(27, 24);divide(n1,n0)|;other;Q226;Easy;2023-02-06 15:12:00;2023-02-06 15:19:00;7,43
a bag contains 7 green and 8 white balls . if two balls are drawn simultaneously , the probability that both are of the same colour is - .;"""drawing two balls of same color from seven green balls can be done in ⁷ c ₂ ways . similarly from eight white balls two can be drawn in ways . 7 / 15 answer : e""";add(multiply(divide(8, add(7, 8)), divide(subtract(8, const_1), subtract(add(7, 8), const_1))), multiply(divide(7, add(7, 8)), divide(subtract(7, const_1), subtract(add(7, 8), const_1))));add(n0,n1)|subtract(n1,const_1)|subtract(n0,const_1)|divide(n1,#0)|divide(n0,#0)|subtract(#0,const_1)|divide(#1,#5)|divide(#2,#5)|multiply(#3,#6)|multiply(#4,#7)|add(#8,#9)|;other;Q254;Easy;2023-02-06 21:03:00;2023-02-06 21:19:00;16,17
